,name_en,desc_en,model_id,product_number,product_additional,product_number_source_type
2648,Yeelight Smart Desk Lamp Prime,Muse LE,yeelink.light.lamp5,,,
2649,PGG Neck Massager P6,,dtr.magic_touch.p6b,,,
2650,Fengmi Laser Projecot 4K Cinema,Fengmi 4K ultra short throw projection,fengmi.projector.l176,,,
2651,Yeelight ShaoHua Celing Light,Yilai Shaohua Ceiling Light,yeelink.light.ceiling17,,?YLXD60YL,manual
2652,Redmi router AX5 JD Cloud wireless treasure,,xiaomi.router.ra50,,,
2653,Dimmer switch,Abandoned dimming switch,scmkcz.light.crspv2,,,
2654,Smart 1X 1.5P,"erp code: 50.01.01.01.0143
69 yards: 6923185617204
Product model: KFRd-35GW/Y3PM4-A1",viomi.aircondition.y48,KFRd-35GW/Y3PM4-A1,,auto
2655,Dakuo Mosquito Repellent,"The core function of Dakuo electric mosquito coil: intelligence + health.Through the Mijia APP, intelligently control the switch of the electric mosquito coil, monitor the burning progress of the mosquito coil liquid, and promptly remind when the liquid level is insufficient.At the same time, through the intelligent algorithm, the mosquito-repellent incense liquid is controlled to evaporate evenly, which is more healthy to use.",ateai.mosq.dakuo,,,
2656,SmartJoy wisdom at wall switch (one key WiFi),SmartJoy Wall Switch (Zero Fire One-Key WiFi Version),smartj.switch.sjlh1e,,,
2657,aircondition,The black remote controls the smart home air conditioner of the smart house,123888.aircondition.z,,,
2658,air conditioning,,future.aircondition.ac,,,
2659,Nanoleaf Lightstrip,,nnleaf.light.strips,,,
2660,Mi IH Pressure Rice Cooker,Mijia Pressure IH Rice Cooker,chunmi.cooker.press1,YLIH01CM,,manual
2661,Mi Smart Standing Fan 2,Mijia DC double-layer fan,dmaker.fan.p10,,,
2662,Mi Smart Air Conditioner C (1.5HP / Inverter / New China Energy Label Level 1),,xiaomi.aircondition.mh2,,,
2663,light,"Two dimming lights, can adjust yellow light and white light separately",aihome.light.m85,,,
2664,CW NVC ceiling light,,ddwl.light.040015,,,
2665,5w dimming color downlight,,sfl.light.wl215,,,
2666,Milano 1S (Rou Feng) 1.5P,"erp code: 50.01.01.01.0043
69 yards: 6923185613541
Product model: KFRd-35GW/Y2RB3-A1",viomi.aircondition.y6,KFRd-35GW/Y2RB3-A1,,auto
2667,smart airer,Smart drying rack,syniot.airer.l2,,,
2668,Monorail curtain panel,,creiot.curtain.clmb,,,
2669,PTX central air conditioning controller,The central air-conditioning controller cooperates with the air-conditioning gateway to connect all control panels of the central air-conditioning system to the Mijia system.,090615.aircondition.lnk,,,
2670,IMI Home Security Camera,Xiaobai Smart Camera Popular Edition,chuangmi.camera.v5,,,
2671,Xiaomo Smart Video Doorbell,Cost-effective high-value video doorbell,mxiang.cateye.mdb10,,,
2672,KMZ intelligent shutter door controller,"Smart roller shutter door controller is used to control the motors of commonly used roller shutter doors, curtain machines, drying racks and other equipment",aice.motor.kzmu3,,,
2673,Xiaomo Smart Peep Hole,"Software functions: remote viewing, active alarm, face recognition, long battery life, AI automatic learning
Basic parameters: 4.3-inch IPS LCD screen, 1.3 million pixel camera, viewing angle 160 degrees, human detection distance 3 meters, infrared night vision distance 5 meters, battery 5000mAh",mxiang.cateye.xmcatt1,,,
2674,Viomi Smart Gas Water Heater 1C 16L,Yunmi Internet Gas Water Heater 1C 16L,viomi.waterheater.u16,,,
2675,Smart Curtain Motor,"Guangzhou Changming Electromechanical Co., Ltd., Changming",babai.curtain.190812,,,
2676,Infrared controller third generation (air conditioning),Infrared controller third generation (air conditioning),kuju02.aircondition.57,,,
2677,Mi Wi-Fi,Xiaomi router,xiaomi.router.v1,,,
2678,Ai Smart Airer,,babai.airer.lyj01,,,
2679,Scene Color Light WIFI X,,lemesh.light.wy,,,
2680,Linptech Smart Wall Switch (3 Keys),,linp.switch.q33,,,
2681,Mi Smart Door Lock E,"Competitive bluetooth smart door lock for thousands of dollars, with doorbell, without NFC.",lumi.lock.bmcn03,,,
2682,e370,Inductive switch,ipuray.switch.e370,,,
2683,XiaoYuan Smart Camera,"Xiaoyuan smart camera.Own brand, sell through our own channels.",isa.camera.hl5,,,
2684,Pinecone WiFi boot card,,pinelc.switch.001,,,
2685,Wall touch switch 2,,creiot.switch.kg2,,,
2686,Yunmi wireless switch inkRock (single button version),,viomi.switch.s1,,,
2687,Mi Smart Electrical Outlet,,zimi.plug.zncz01,,,
2688,drinking,Water dispenser WD01Ei,golden.kettle.wd01ei,WD01Ei,,auto
2689,Yuxiu Massage Chair,,biqing.massage.m6202,,,
2690,Mi LED Desk Lamp 1S,DORIS,yeelink.light.lamp4,MJTD01SYL / MUE4105GL,,manual
2691,Mi Full Screen TV,,xiaomi.tv.fsv1,,,
2692,DESSMANN smart lock-Di H3,H3 smart door lock,dsm.lock.h3,,,
2693,light5ch,,girt.light.light5ch,,,
2694,DooyaCurtainController,A smart roller shutter controller that can connect ordinary roller shutters to Mijia APP,dooya.curtain.c1,,,
2695,Ninebot,NineBot Balance Bike,ninebot.balscooter.v1,,,
2696,Mi Smart Ultra Electricity Saving Vertical Air Conditioner (2HP/Inverter/New China Energy Label Level 3),,xiaomi.aircondition.mc9,,,
2697,Benoson,,bangbo.airer.x3xhqm,,,
2698,PTC20-electric heater,,poer19.heater.ptc20,,,
2699,Mi LED Ceiling Light,Cycle,yeelink.light.ceiling5,,,
2700,NVC Smart bulb,,leishi.light.rgba03,,,
2701,ZenMeasure Air Quality Monitor,,miaomiaoce.airm.air01,,,
2702,Mi Lai (DIM Five Heads-Ceramic-Remote Control Version),,ldsn.light.2mld13,,,
2703,iHealth Sphygmomanometer,,ihealth.bp.bpm1,,,
2704,delian_dianshi,,delian.tv.delian,,,
2705,Yeelight Wireless Charging Table Lamp,,yeelink.light.lamp17,YLYD04YI,,manual
2706,NVC Fan Light,,leishi.light.fan01,,,
2707,curtain,,hbkj1.curtain.v1,,,
2708,HuaLai Xiao Fang Mesh router gateway,Hualai Xiaofang Mesh Routing Gateway,isa.router.mr01hl,,,
2709,Smart Light Switch (2-way),"LifeSmart streamer switch supports two-way communication and mobile phone remote control. The streamer switch can be controlled anytime and anywhere through the mobile phone, so as to control every electrical device connected to it, and it can also form linkage with other smart devices.",lfsmt.switch.ls056,,,
2710,MOVA L600 Robot Vacuum and Mop Cleaner,,dreame.vacuum.p2157,,,
2711,TV,Infrared TV,tuya.tv.tytv01,,,
2712,ai,air purifier,cgzn.airpurifier.ai,,,
2713,Temperature and humidity sensor,Temperature and humidity sensor,fine.sensor_ht.th,,,
2714,curtain,,mkzn.curtain.cl,,,
2715,Cobos intelligent sweeping robot,t5 power (wh),eco.vacuum.t5wh,,,
2716,Three way switch,,milamp.switch.3lkg,,,
2717,Mi Smart Home Hub,"A product with Wi-Fi, Zigbee and BLE modules can realize the interconnection of Wi-Fi, Zigbee and BLE devices.",lumi.gateway.mgl03,"ZNDMWG03LM/BHR4105 (CN), ZNDMWG02LM/YTC4044GL (GL)",Xiaomi Gateway 3,manual
2718,One meter intelligent curtain,"One meter future smart curtain motor, Xiaoai voice control.",090615.curtain.1mcu01,,,
2719,Smart switch three positions,,thing.light.light3,,,
2720,Mi Induction Cooker,Mijia Induction Cooker-Hong Kong Version,chunmi.ihcooker.hk1,,,
2721,sdf,,heiman.stb.rc1,,,
2722,Xiaoyan curtain motor,,terncy.curtain.tcm02,,,
2723,air,air conditioning,cgzn.aircondition.air,,,
2724,NVC Nordic Style Light,,leishi.light.eps115,,,
2725,Wall switch single live wire single key version,,lumi.ctrl_neutral1.aq1,,,
2726,Switch 5,switch,permay.switch.pmswch,,,
2727,WiFi smart socket,,mhiot.plug.mp01w,,,
2728,Remo Smart Switch,,raymo.switch.000101,,,
2729,Mi Smart Door Lock Essential,"Xiaomi Mijia’s first smart door lock for less than 1,000 yuan, the first smart door lock for young people, to create the ultimate cost-effective.",loock.lock.v6,,,
2730,Three Intelligent switch (WIFI),"Three-position smart switch, APP smart control",090615.switch.switch03,,,
2731,Future Home Air Conditioning Controller (Infrared Version),,bymiot.aircondition.ir2,,,
2732,switch,,kongke.plug.socket,,,
2733,Fresh air control panel (Chopin),Fresh air control panel (Chopin),kongke.airpurifier.cfair,,,
2734,Aqara Temperature and Humidity Sensor,"Aqara temperature and humidity + barometric pressure sensor
Aqara weather station (temperature humidity and pressure sensor)",lumi.weather.v1,WSDCGQ11LM,,manual
2735,plug_four,Four channel switch,coolki.switch.four,,,
2736,STB,IPTV set-top box,tuya.stb.tystb01,,,
2737,Philips ZhiYi Ceiling lamp FL 80W,Fleeting ceiling light living room version,philips.light.lnlrlight,,,
2738,Formovie Laser Cinema 4K Max,"Fengmi laser ultra-short focus 4K projection, Fengos system",fengmi.projector.l406f,,,
2739,xiaomiaibox,Smart speakers can control music playback and smart home devices by voice.,onemore.wifispeaker.sm4,,,
2740,352 Skin humidifier,H70 humidifier,bj352.humidifier.h70,,,
2741,Viomi Internet refrigerator iLive (side by side),BCD-456WMSD,viomi.fridge.u2,BCD-456WMSD,,auto
2742,Loock Smart Lock S30,Luke automatic sliding door lock S30,loock.lock.s30v2,,,
2743,aigo smart powerstrip,,qmi.plug.psv1,,,
2744,curtain,Obsolete,juzi.curtain.040101,,,
2745,iCool 1S 1.5P,"ERP code: 50.01.01.01.0053
69 yards: 6923185614005
Product model: KFRd-35GW/Y3PC3-C1",viomi.aircondition.y15,KFRd-35GW/Y3PC3-C1,,auto
2746,Mi Router 3G,,xiaomi.router.r3gv2,,,
2747,PHNIX Heat Pump Water Heater,Finney Air Energy Wall-mounted Water Heater,phnix.waterheater.sf,,,
2748,Ougenuo Intelligent lamp,DBS non-isolated two-color 33307,ougn.light.wy0a01,,,
2749,RBE wisdow living room lamp,Riboer Smart Living Room Lamp,rbe.light.wy0a01,,,
2750,Air Cleaner Remote Control,Mijia air purifier infrared remote control,miir.airpurifier.ir01,,,
2751,Yeelight Smart LED Bulb 1SE (color),color5 inheritance,yeelink.light.colora,YLDP001,,manual
2752,Metering socket,,jyx.plug.005101,,,
2753,Mi Kids Smartwatch 2C,"Mitu Children's Phone Watch 2C, circular screen design, button control operation, with positioning, telephone, voice and other functions",xiaoxun.watch.v9,,,
2754,Symphony lights,,szsy.light.040014,,,
2755,Yilai Ceiling Light Aiyue 480,Yi Lai Ceiling Light Snow Moon 480,yilai.light.ceiling1,,,
2756,inncap smart bulb distribution network,Weiziyu five-way pwm light,viewx.light.101001,,,
2757,Dling Smart Video Doorbell E3,Ding Zero Smart Video Doorbell E3,madv.cateye.dlowle,,,
2758,Dimming light,Adjustable brightness,pair.light.4,,,
2759,Smart curtain controller,Curtain motor,hsmart.curtain.hs2cc,,,
2760,Xiaomi router,,xiaomi.router.rmo15,,,
2761,Viomi Washing Machine (10kg Navi Version),MIoT-Spec protocol access,viomi.washer.v21,,,
2762,"ES Wall Switch (With Neutral, Triple Rocker)",Eggenstone,lumi.switch.n3eic1,,,
2763,Roborock S5,"Roborock s5, production model",roborock.vacuum.s5,"S50 / S552-00 (Black), S502-00 (White)",,manual
2764,ZS roller shutter motor,"Zhishang roller shutter motor, Xiaoai voice control, Mijia APP remote control.",090615.curtain.zsdj35,,,
2765,Dreame Robot Vacuum-Mop F9,Sweeping robot based on VSlam navigation,dreame.vacuum.p2008,RVS5-WH0,EU,manual
2766,CUBE Environmental Sensor,LifeSmart multi-function environmental sensor is a radio frequency sensor that can provide temperature and humidity,lfsmt.sensor_ht.ls063wh,,,
2767,Ceiling Light MX650 (Adjustable Color Temperature),A ceiling lamp with adjustable brightness and color temperature is generally suitable for small living rooms. It is connected to the gateway through the Zigbee 3.0 module and interconnected.Need to realize the distributed networking function.,lumi.light.cwopcn02,XDD12LM,Opple MX650,manual
2768,Viomi Smart Refrigerator 21 Face (T-type three doors 408L),Yunmi Internet Refrigerator 21Face (T-shaped three-door 408L),viomi.fridge.x12,,,
2769,Xiaomiyoupin Smart Door Lock,Smart door lock,zhimi.lock.da1,,,
2770,MiTV 5,,xiaomi.tv.mitv5h1,,,
2771,Viomi water purifier super 1000G,MIoT SPEC protocol access,yunmi.waterpuri.s9,,,
2772,Mi Robot Vacuum 1S,"Mijia sweeping robot 1S, mass production model",roborock.vacuum.m1s,(SDJQR03RR/SKV4054CN) (China),,manual
2773,Milano 1S (Rou Feng) 1P,"erp code: 50.01.01.01.0041
69 yards: 6923185613527
Product model: KFRd-26GW/Y2RB3-A1",viomi.aircondition.y5,KFRd-26GW/Y2RB3-A1,,auto
2774,Youdian Smart Bluetooth Mesh Switch,Two open,ydhome.switch.s2,,,
2775,Mi Smart Wi-Fi Plug (Bluetooth Gateway),Mijia Smart Socket Bluetooth Gateway Version,chuangmi.plug.hmi208,ZNCZ06CM,,manual
2776,Xinguang intelligent bulb,"Xinguang Smart Bulb, 33320-17, MK324
Reaktek,40611,MK399 (Gemanni)",wainft.light.wy0a01,,,
2777,King 1A 1P,"erp code: 50.01.01.01.0037
69 yards: 6923185613480
Product model: KFRd-26GW/K2PC1-A1",viomi.aircondition.v34,KFRd-26GW/K2PC1-A1,,auto
2778,curtain,,kongke.curtain.kzc,,,
2779,air conditioning,,jyx.aircondition.016301,,,
2780,Viomi Refrigerator (Cross Door 508L),,viomi.fridge.u31,,,
2781,Viomi Internet refrigerator iLive,Smart refrigerator iLive,viomi.fridge.u1,,,
2782,Philips ZhiYi strip,Zhiyi Light Strip,philips.light.zystrip,,,
2783,Dimmer switch,Dimmer color switch V2 version,scmkcz.light.cr2pv2,,,
2784,Mi Control Hub,Multi-function gateway,lumi.gateway.v3,DGNWG02LM,CH,manual
2785,Humidity Sensor,"1. Obtain the current environmental humidity in real time
2.View historical humidity data",kongke.sensor_ht.humi,,,
2786,MixPad Mini Super Smart Switch,MixPad Mini Super Smart Switch,orvibo.switch.mixpad,,,
2787,AOK AM68 Smart Curtain,Dual mode,aok98.curtain.aok68,,,
2788,air purifier,air purifier,xzh.airpurifier.ai,,,
2789,Wall switch (zero fire wire one-touch version),,lumi.ctrl_ln1.es1,,,
2790,Panasonic Fresh Air,Panasonic Fresh Air B,tc0756.airfresh.76,,,
2791,Smartmi inventer air conditioner 2 (Engergy Level 3),Zhimi Inverter Air Conditioner 2 (1.5HP Level 3 Energy Efficiency),zhimi.aircondition.za2,,,
2792,Smart Low Voltage Blanket Single,Wifi single-mode low-voltage electric blanket,miaomiaoce.blanket.s02,,,
2793,Redmi router AX5,,xiaomi.router.ra67,,,
2794,3-Button Neutral Wire Switch,Zero fire wire touch switch Three open zero fire switch 2 3,uiot.switch.switch6,,,
2795,Viomi High Speed Blender (Quiet Version),Yunmi Broken Wall Cooking Machine (Silent Version),viomi.juicer.v2,VBH122,,manual
2796,SUMI intelligent curtain motor,Sumi smart curtain motor.,090615.curtain.sumi82,,,
2797,Redmi MAX series,,xiaomi.tv.rmaxv1,,,
2798,Hitachi Central Air Conditioning,Hitachi brand iez,759413.aircondition.iez,,,
2799,curtain,,zhimai.curtain.zm005,,,
2800,"Aqara Wall Switch (With Neutral, Double Rocker)","Wall switch (zero fire double key), model needs to be changed to lumi.ctrl_ln2.aq1, with PA",lumi.ctrl_ln2.aq1,QBKG12LM,,manual
2801,Scenes,,hosjoy.switch.1245,,,
2802,Three Key Touch Switch X1 (WiFi),3-digit touch switch WiFi version,leshi.switch.sw3b01,,,
2803,Viomi Smart Refrigerator iLive (SBS 603L),"Open door 603L, refrigerated, freezer, no smart mode, holiday mode, quick-cooling mode, fast freezing mode,",viomi.fridge.u8,,,
2804,IKEA E27 warm white,IKEA Trufi E27 1000lm 12.5W warm white light,ikea.light.led1623g12,LED1623G12,,manual
2805,Scene mesh color temperature lamp,Dual color bluetooth mesh color temperature lamp-16k,lemesh.light.wy0c02,,,
2806,air conditioning,air conditioning,tbsy.aircondition.123,,,
2807,MrBond smart clothes dryer,,mrbond.airer.m1tpro,,,
2808,Viomi Smart Gas Water Heater VGW1314,Miot-Spec Access,viomi.waterheater.u40,,,
2809,Mi Wireless Inkjet Printer,"This equipment uses thermal inkjet technology, can print documents and photos, and supports shooting, copying and scanning.The supported product sizes include A4, 6-inch and 7-inch, etc.The device uses Wi-Fi and BLE dual-mode communication, which can realize remote printing and control.",hannto.printer.anise,,,
2810,G27_Smart Switch_Three Open_Up Button,,bull.switch.s312a,,,
2811,Muzi Intelligent Light,Muzi lighting bluetooth mesh two-color light,cxds.light.wymz01,,,
2812,Smart Low Voltage Blanket Double,wifi single mode double electric blanket,miaomiaoce.blanket.d02,,,
2813,Yeelight Haoshi Ceiling Lamp,Nox,yeelink.light.ceiling7,,,
2814,Tospo A70 Bulb,,tospo1.light.bpzp02,,,
2815,smart plus curtain,The fourth generation curtain,zhu123.curtain.v3,,,
2816,Yilai Ceiling Lamp Hefeng Pro,Yilai Hefeng Square Ceiling Light,yilai.light.ceiling3,,,
2817,Xun AI Smartwatch MAX Pro,Xiaoxun AI Learning Watch MAX Pro,xiaoxun.watch.sw900,,,
2818,Altron drying rack,,orz.airer.hanger,,,
2819,Five germicidal lamp,"Intelligent, safe and efficient ultraviolet disinfection and germicidal lamp",uvfive.s_lamp.slmap2,,,
2820,meekee 1.5P,"erp code: 50.01.01.01.0075
69 yards: 6923185615231
Product model: KFRd-35GW/M3PC4-A1",viomi.airc.m2,KFRd-35GW/M3PC4-A1,,auto
2821,Yeelight Bedside Lamp,Yeelight Bluetooth light,yeelink.light.ble1,(XMCTD01YL) (MUE4028RT/MUE4064GL),,manual
2822,16A Intelligent Air Conditioning Socket,,yuerzj.aircondition.air,,,
2823,KingSmith K12 Treadmill,"Xiaojin K12 treadmill is a cost-effective, high-value treadmill developed for running enthusiasts.",ksmb.treadmill.k12,,,
2824,air conditioning,,srkj.aircondition.v001,,,
2825,Mi Band,Mi Band 1A,xiaomi.watch.band1A,,,
2826,Airman,ESP-WROOM-02D Spec protocol,viomi.airpurifier.v2,,,
2827,Smart switch two positions,,thing.light.light2,,,
2828,Nordic ceiling light,,ddwl.light.040017,,,
2829,Milano 1P,"erp code: 50.01.01.01.0025
69 yards: 6923185612223
Product model: KFRd-26GW/Y3PD1-A1",viomi.aircondition.y9,KFRd-26GW/Y3PD1-A1,,auto
2830,Electric curtain track suit,,ohh.curtain.ct01,,,
2831,Silencare Grill,,silen.mfcp.sck307,,,
2832,Viomi protable heating water purifier X2,MIoT-Spec protocol access,yunmi.waterpuri.x8,,,
2833,Dooya Curtain,,dooya.curtain.m2,,,
2834,Smart Bath (Basic),"The multifunctional bathroom heating equipment integrating lighting, ventilation, heating and dehumidification realizes the coordinated control of the mobile phone and the remote control and redefines the life of the home bathroom.",qike.bhf_light.qk201801,,,
